,SORTING,EVENTTIME,ACTIVITY_EN,Automation,Customer_Location,Costs,Customer Satisfaction,Cost Factor,Weekday,Daytime,Distribution Channel,Customer Location,Customer Type
22548,8968,20/05/2018 05:27,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22549,8969,20/05/2018 05:29,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22550,8970,20/05/2018 05:29,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22551,8971,20/05/2018 05:30,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22552,8972,20/05/2018 05:39,Payment customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22553,8973,18/07/2018 12:03,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22554,8974,18/07/2018 12:03,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22555,8975,18/07/2018 12:08,Call Customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22556,8976,18/07/2018 12:09,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22557,8977,18/07/2018 12:16,Start baking pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22558,8978,18/07/2018 12:17,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22559,8979,18/07/2018 12:18,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22560,8980,18/07/2018 12:18,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22561,8981,18/07/2018 12:21,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22562,8982,18/07/2018 12:30,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22563,8983,27/02/2018 23:04,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22564,8984,27/02/2018 23:06,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22565,8985,27/02/2018 23:07,Start baking pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22566,8986,27/02/2018 23:09,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22567,8987,27/02/2018 23:12,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22568,8988,27/02/2018 23:18,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22569,8989,27/02/2018 23:25,Baking pizza ready,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22570,8990,27/02/2018 23:28,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22571,8991,27/02/2018 23:28,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22572,8992,27/02/2018 23:33,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22573,8993,27/02/2018 23:50,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22574,8994,03/06/2018 04:13,Start order website,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22575,8995,03/06/2018 04:20,Receive order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22576,8996,03/06/2018 04:20,Approve order website,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22577,8997,03/06/2018 04:23,Call Customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22578,8998,03/06/2018 04:23,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22579,8999,03/06/2018 04:29,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22580,9000,03/06/2018 04:31,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22581,9001,03/06/2018 04:33,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22582,9002,03/06/2018 04:38,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22583,9003,03/06/2018 04:41,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22584,9004,03/06/2018 04:48,Payment customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22585,9005,03/03/2018 09:38,Order by phone,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22586,9006,03/03/2018 09:39,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22587,9007,03/03/2018 09:41,Call Customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22588,9008,03/03/2018 09:41,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22589,9009,03/03/2018 09:45,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22590,9010,03/03/2018 09:46,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22591,9011,03/03/2018 09:49,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22592,9012,03/03/2018 09:51,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22593,9013,03/03/2018 09:53,Pizza arrives at customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22594,9014,03/03/2018 10:14,Payment customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22595,9015,07/02/2018 00:57,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22596,9016,07/02/2018 00:57,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22597,9017,07/02/2018 01:04,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22598,9018,07/02/2018 01:17,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22599,9019,07/02/2018 01:22,Plan route,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22600,9020,07/02/2018 01:25,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22601,9021,07/02/2018 01:32,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22602,9022,07/02/2018 01:42,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22603,9023,16/04/2018 10:20,Order by phone,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22604,9024,16/04/2018 10:21,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22605,9025,16/04/2018 10:23,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22606,9026,16/04/2018 10:27,Baking pizza ready,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22607,9027,16/04/2018 10:31,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22608,9028,16/04/2018 10:38,Start baking pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22609,9029,16/04/2018 10:44,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22610,9030,16/04/2018 10:46,Plan route,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22611,9031,16/04/2018 10:48,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22612,9032,16/04/2018 10:55,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22613,9033,16/04/2018 11:29,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22614,9034,20/04/2018 14:56,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22615,9035,20/04/2018 14:56,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22616,9036,20/04/2018 15:00,Start baking pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22617,9037,20/04/2018 15:10,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22618,9038,20/04/2018 15:10,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22619,9039,20/04/2018 15:15,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22620,9040,20/04/2018 15:20,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22621,9041,20/04/2018 15:40,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22622,9042,15/02/2018 12:29,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22623,9043,15/02/2018 12:29,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22624,9044,15/02/2018 12:30,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22625,9045,15/02/2018 12:50,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22626,9046,15/02/2018 12:51,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22627,9047,15/02/2018 12:57,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22628,9048,15/02/2018 13:08,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22629,9049,15/02/2018 13:15,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22630,9050,15/02/2018 13:18,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22631,9051,15/02/2018 13:20,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22632,9052,15/02/2018 13:38,Payment customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22633,9053,26/07/2018 19:18,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22634,9054,26/07/2018 19:20,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22635,9055,26/07/2018 19:22,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22636,9056,26/07/2018 19:25,Baking pizza ready,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22637,9057,26/07/2018 19:26,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22638,9058,26/07/2018 19:28,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22639,9059,26/07/2018 19:35,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22640,9060,26/07/2018 20:12,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22641,9061,17/02/2018 11:41,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22642,9062,17/02/2018 11:43,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22643,9063,17/02/2018 11:48,Call Customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22644,9064,17/02/2018 11:48,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22645,9065,17/02/2018 11:55,Start baking pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22646,9066,17/02/2018 12:07,Baking pizza ready,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22647,9067,17/02/2018 12:08,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22648,9068,17/02/2018 12:09,Departure pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22649,9069,17/02/2018 12:16,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22650,9070,17/02/2018 12:25,Payment customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22651,9071,29/01/2018 23:23,Start order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22652,9072,29/01/2018 23:28,Approve order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22653,9073,29/01/2018 23:29,Receive order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22654,9074,29/01/2018 23:31,Payment via credit card,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22655,9075,29/01/2018 23:43,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22656,9076,29/01/2018 23:49,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22657,9077,29/01/2018 23:58,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22658,9078,30/01/2018 00:02,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22659,9079,30/01/2018 00:07,Departure pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22660,9080,30/01/2018 00:16,Pizza arrives at customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22661,9081,30/01/2018 00:49,Pizza received,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22662,9082,23/07/2018 18:29,Start order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22663,9083,23/07/2018 18:38,Approve order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22664,9084,23/07/2018 18:38,Receive order website,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22665,9085,23/07/2018 18:44,Call Customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22666,9086,23/07/2018 18:51,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22667,9087,23/07/2018 18:56,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22668,9088,23/07/2018 19:06,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22669,9089,23/07/2018 19:10,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22670,9090,23/07/2018 19:10,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22671,9091,23/07/2018 19:13,Pizza arrives at customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22672,9092,23/07/2018 19:34,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22673,9093,03/02/2018 19:11,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22674,9094,03/02/2018 19:12,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22675,9095,03/02/2018 19:19,Call Customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22676,9096,03/02/2018 19:20,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22677,9097,03/02/2018 19:24,Start baking pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22678,9098,03/02/2018 19:32,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22679,9099,03/02/2018 19:32,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22680,9100,03/02/2018 19:37,Departure pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22681,9101,03/02/2018 19:38,Pizza arrives at customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22682,9102,03/02/2018 19:51,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22683,9103,31/05/2018 19:51,Order by phone,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22684,9104,31/05/2018 19:54,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22685,9105,31/05/2018 19:57,Call Customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22686,9106,31/05/2018 20:03,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22687,9107,31/05/2018 20:05,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22688,9108,31/05/2018 20:11,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22689,9109,31/05/2018 20:12,Plan route,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22690,9110,31/05/2018 20:14,Departure pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22691,9111,31/05/2018 20:22,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22692,9112,31/05/2018 20:22,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22693,9113,19/04/2018 17:35,Start order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22694,9114,19/04/2018 17:43,Approve order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22695,9115,19/04/2018 17:44,Receive order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22696,9116,19/04/2018 17:48,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22697,9117,19/04/2018 17:49,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22698,9118,19/04/2018 17:50,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22699,9119,19/04/2018 17:52,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22700,9120,19/04/2018 18:00,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22701,9121,19/04/2018 18:05,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22702,9122,19/04/2018 18:10,Departure pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22703,9123,19/04/2018 18:19,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22704,9124,19/04/2018 18:36,Payment customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22705,9125,15/03/2018 17:20,Order at the counter (shop),A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22706,9126,15/03/2018 17:22,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22707,9127,15/03/2018 17:28,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22708,9128,15/03/2018 17:34,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22709,9129,15/03/2018 17:35,Payment customer,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22710,9130,20/02/2018 04:43,Start order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22711,9131,20/02/2018 04:43,Approve order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22712,9132,20/02/2018 04:44,Receive order website,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22713,9133,20/02/2018 04:44,Payment via credit card,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22714,9134,20/02/2018 04:58,Start preparing pizza,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22715,9135,20/02/2018 05:04,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22716,9136,20/02/2018 05:15,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22717,9137,20/02/2018 05:15,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22718,9138,20/02/2018 05:20,Departure pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22719,9139,20/02/2018 05:22,Pizza arrives at customer,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22720,9140,20/02/2018 05:52,Pizza received,B,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22721,9141,31/01/2018 13:37,Order by phone,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22722,9142,31/01/2018 13:39,Start preparing pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22723,9143,31/01/2018 13:45,Start baking pizza,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22724,9144,31/01/2018 13:54,Baking pizza ready,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
22725,9145,31/01/2018 13:57,Plan route,A,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
