_CASE_KEY;Variant;Customer_ID;Revenue;Costs;Pizza Type;Pizza Size;Customer Satisfaction;Cost Factor;Weekday;Daytime;Distribution Channel;Customer Location;Customer Type
685;6;252;29;2;Salami;Large;3;Delivery Scooters ;Saturday;12;Feedera SE;Munich District One;Student
1120;6;296;29;9;Salami;Small;4;Delivery Scooters ;Friday;13;Feedera SE;Munich District Five;Teenager
1511;6;87;5;10;Magherita;Small;0;Waiter;Saturday;12;Heropizza Lmtd.;Munich District One;Teenager
362;6;14;9;3;Magherita;Small;5;Chef 1;Friday;17;Deliver Now Holding;Munich District Three;Teenager
1075;6;236;56;9;Funghi;Medium;4;Chef 1;Saturday;17;Deliver Now Holding;Munich District One;Adult
530;6;197;6;10;Salami;Large;3;Chef 1;Tuesday;12;BestOrder Inc.;Munich District One;Adult
98;6;17;24;10;Salami;Small;1;Delivery Scooters ;Friday;18;Feedera SE;Munich District One;Teenager
1876;6;244;56;8;Funghi;Small;0;Chef 1;Sunday;12;BestOrder Inc.;Munich District Three;Adult
116;6;244;29;2;Magherita;Small;1;Ingredients;Sunday;14;Feedera SE;Munich District Two;Adult
127;6;37;25;13;Speciale;Small;1;Chef 2;Saturday;18;Deliver Now Holding;Munich District Four;Student
780;6;141;21;7;Magherita;Medium;4;Chef 2;Saturday;10;Deliver Now Holding;Munich District Four;Adult
1463;6;188;30;3;Funghi;Medium;3;Chef 1;Monday;18;Feedera SE;Munich District One;Teenager
382;6;202;22;1;Calzone;Small;0;Chef 2;Saturday;19;Feedera SE;Munich District One;Adult
1124;6;81;56;15;Magherita;Large;1;Delivery Scooters ;Saturday;19;BestOrder Inc.;Munich District Two;Student
1602;6;202;18;8;Calzone;Small;1;Chef 2;Thursday;21;Deliver Now Holding;Munich District Two;Teenager
531;6;108;15;3;Funghi;Medium;1;Waiter;Sunday;18;Feedera SE;Munich District Four;Student
1947;6;45;6;12;Salami;Medium;2;Chef 2;Wednesday;18;Feedera SE;Munich District Four;Teenager
94;6;88;29;47;Paprika;Small;3;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Student
319;6;280;29;3;Funghi;Medium;1;Waiter;Saturday;19;Deliveruu Inc.;Munich District Four;Student
904;6;4;36;7;Salami;Small;3;Delivery Guy 2;Sunday;18;BestOrder Inc.;Munich District One;Student
757;6;136;9;8;Speciale;Small;3;Delivery Guy 2;Sunday;12;Deliver Now Holding;Munich District One;Student
1293;6;259;9;8;Magherita;Medium;3;Waiter;Friday;12;Deliveruu Inc.;Munich District One;Student
837;6;177;52;43;Salami;Large;3;Chef 2;Friday;14;TownExpress Inc. ;Munich District Two;Adult
724;6;229;29;56;Paprika;Large;1;Ingredients;Saturday;12;Feedera SE;Munich District One;Student
242;6;73;10;10;Funghi;Small;0;Ingredients;Friday;17;Feedera SE;Munich District One;Student
1550;6;252;25;9;Salami;Large;3;Chef 1;Saturday;12;Feedera SE;Munich District One;Senior
28;6;115;5;4;Paprika;Small;3;Waiter;Saturday;21;Feedera SE;Munich District Three;Student
1651;6;162;47;33;Funghi;Large;1;Chef 1;Sunday;12;Deliver Now Holding;Munich District One;Student
145;6;172;11;56;Salami;Small;5;Chef 1;Saturday;18;BestOrder Inc.;Munich District One;Adult
1624;6;252;11;29;Salami;Large;1;Delivery Scooters ;Saturday;17;BestOrder Inc.;Munich District Three;Student
1603;6;41;29;5;Speciale;Large;5;Delivery Guy 2;Friday;19;BestOrder Inc.;Munich District One;Teenager
1270;6;148;43;29;Funghi;Small;2;Chef 2;Saturday;12;Feedera SE;Munich District Two;Teenager
358;6;232;10;5;Funghi;Large;3;Phone Bill;Sunday;19;Feedera SE;Munich District Three;Student
218;6;244;6;2;Speciale;Large;1;Chef 2;Saturday;18;TownExpress Inc. ;Munich District One;Teenager
365;6;3;10;5;Magherita;Small;1;Phone Bill;Wednesday;19;Feedera SE;Munich District Three;Teenager
1012;6;205;60;16;Salami;Large;5;Delivery Guy 2;Wednesday;21;BestOrder Inc.;Munich District Two;Teenager
1569;6;190;22;38;Speciale;Small;1;Ingredients;Saturday;12;Feedera SE;Munich District Four;Student
1193;6;177;24;8;Salami;Large;3;Ingredients;Sunday;12;Deliveruu Inc.;Munich District Two;Student
1352;6;9;36;4;Salami;Small;3;Phone Bill;Thursday;21;BestOrder Inc.;Munich District One;Adult
1039;6;293;11;11;Salami;Small;2;Chef 1;Friday;12;BestOrder Inc.;Munich District Five;Teenager
597;6;294;6;13;Salami;Large;0;Phone Bill;Wednesday;18;BestOrder Inc.;Munich District Two;Student
849;6;35;44;22;Salami;Small;3;Chef 1;Tuesday;13;Feedera SE;Munich District One;Adult
536;6;124;51;11;Calzone;Large;3;Chef 1;Sunday;21;Deliveruu Inc.;Munich District One;Teenager
134;6;2;6;2;Salami;Large;2;Delivery Scooters ;Saturday;18;Deliveruu Inc.;Munich District Two;Student
411;6;139;10;5;Paprika;Medium;5;Delivery Scooters ;Sunday;12;Heropizza Lmtd.;Munich District Three;Senior
90;6;81;51;38;Speciale;Medium;3;Ingredients;Friday;21;Heropizza Lmtd.;Munich District One;Student
5;6;63;8;11;Salami;Small;3;Delivery Guy 2;Friday;12;BestOrder Inc.;Munich District One;Student
1516;6;177;8;25;Salami;Medium;3;Chef 2;Wednesday;12;Deliveruu Inc.;Munich District Two;Teenager
1942;6;178;11;5;Calzone;Medium;0;Phone Bill;Wednesday;12;Feedera SE;Munich District One;Student
1734;6;50;5;25;Veggie;Large;0;Delivery Scooters ;Sunday;12;Feedera SE;Munich District One;Adult
1190;6;101;21;60;Salami;Large;4;Delivery Guy 1 ;Saturday;13;Deliver Now Holding;Munich District Three;Student
78;6;186;36;9;Paprika;Large;5;Ingredients;Saturday;12;Deliver Now Holding;Munich District One;Student
812;7;228;5;10;Funghi;Large;2;Delivery Guy 2;Friday;13;Orderly SE;Munich District Five;Student
1699;7;123;10;8;Speciale;Large;2;Chef 1;Tuesday;14;BestOrder Inc.;Munich District One;Adult
408;7;164;36;16;Magherita;Small;0;Waiter;Saturday;18;BestOrder Inc.;Munich District Two;Student
592;7;263;15;11;Salami;Large;2;Chef 1;Saturday;13;TownExpress Inc. ;Munich District Four;Student
539;7;205;21;16;Magherita;Large;5;Chef 2;Wednesday;20;BestOrder Inc.;Munich District Two;Student
1286;7;253;36;29;Veggie;Small;1;Chef 2;Monday;12;BestOrder Inc.;Munich District One;Adult
186;7;19;17;2;Magherita;Small;0;Chef 2;Saturday;20;BestOrder Inc.;Munich District Three;Student
1671;7;157;46;15;Speciale;Small;3;Delivery Scooters ;Wednesday;11;Deliver Now Holding;Munich District Two;Student
1808;7;212;10;25;Calzone;Large;0;Delivery Guy 1 ;Friday;13;Feedera SE;Munich District Two;Adult
1416;7;83;10;8;Speciale;Small;0;Chef 1;Saturday;18;TownExpress Inc. ;Munich District Three;Student
1267;7;274;39;3;Veggie;Large;1;Delivery Scooters ;Sunday;14;BestOrder Inc.;Munich District One;Student
1710;7;237;36;39;Salami;Small;2;Phone Bill;Friday;19;Feedera SE;Munich District Four;Student
924;7;297;36;3;Salami;Small;2;Waiter;Friday;18;Feedera SE;Munich District One;Student
860;7;43;9;1;Funghi;Small;3;Waiter;Thursday;12;BestOrder Inc.;Munich District Two;Student
396;7;266;6;9;Funghi;Small;1;Waiter;Saturday;12;Deliver Now Holding;Munich District Three;Student
1605;7;48;10;5;Speciale;Small;5;Chef 2;Wednesday;19;BestOrder Inc.;Munich District Three;Student
1446;7;299;4;7;Magherita;Medium;1;Chef 1;Friday;13;Heropizza Lmtd.;Munich District Two;Teenager
1557;7;241;16;7;Speciale;Small;3;Chef 1;Sunday;18;Deliver Now Holding;Munich District Three;Student
1160;7;181;25;9;Calzone;Small;1;Phone Bill;Wednesday;12;TownExpress Inc. ;Munich District Three;Teenager
226;7;52;43;8;Calzone;Medium;1;Chef 2;Sunday;13;Feedera SE;Munich District Three;Student
1518;7;45;10;11;Salami;Small;3;Waiter;Saturday;18;Deliver Now Holding;Munich District One;Student
660;7;65;54;7;Funghi;Large;2;Chef 1;Saturday;12;Deliver Now Holding;Munich District One;Student
205;7;185;21;2;Funghi;Small;4;Chef 1;Saturday;21;BestOrder Inc.;Munich District One;Adult
252;7;205;55;10;Magherita;Large;2;Delivery Guy 2;Saturday;14;Deliver Now Holding;Munich District Five;Teenager
20;7;159;49;20;Speciale;Small;1;Ingredients;Sunday;20;BestOrder Inc.;Munich District One;Student
171;7;41;11;7;Funghi;Small;5;Ingredients;Friday;11;BestOrder Inc.;Munich District Three;Student
83;7;285;10;23;Salami;Small;1;Chef 1;Friday;19;Deliver Now Holding;Munich District Four;Student
1502;7;54;6;30;Salami;Large;3;Ingredients;Sunday;12;Feedera SE;Munich District Four;Teenager
941;7;208;5;11;Salami;Medium;3;Ingredients;Tuesday;19;Feedera SE;Munich District Four;Student
176;7;239;9;13;Speciale;Small;1;Delivery Guy 1 ;Sunday;14;Heropizza Lmtd.;Munich District Four;Adult
32;7;292;11;16;Magherita;Large;3;Delivery Scooters ;Friday;18;Feedera SE;Munich District One;Teenager
1786;7;2;13;38;Magherita;Small;3;Ingredients;Friday;21;Deliveruu Inc.;Munich District One;Student
755;7;208;21;2;Magherita;Large;1;Chef 1;Wednesday;14;Deliver Now Holding;Munich District One;Teenager
136;7;139;10;31;Magherita;Small;0;Chef 1;Friday;18;Feedera SE;Munich District One;Teenager
1253;7;278;29;16;Funghi;Large;3;Chef 1;Thursday;18;TownExpress Inc. ;Munich District Three;Adult
952;7;171;49;51;Funghi;Large;3;Ingredients;Monday;18;Feedera SE;Munich District One;Adult
613;7;24;33;2;Magherita;Large;1;Chef 2;Sunday;15;TownExpress Inc. ;Munich District Two;Student
338;7;101;10;10;Funghi;Large;3;Delivery Scooters ;Monday;11;Feedera SE;Munich District Five;Student
739;7;94;29;11;Calzone;Medium;3;Chef 2;Thursday;19;Deliver Now Holding;Munich District Two;Student
735;7;97;15;2;Calzone;Small;3;Delivery Scooters ;Wednesday;12;Deliveruu Inc.;Munich District Three;Senior
1852;7;164;25;29;Funghi;Small;2;Delivery Guy 2;Sunday;18;TownExpress Inc. ;Munich District Three;Student
249;7;18;6;1;Veggie;Medium;3;Waiter;Friday;16;Feedera SE;Munich District Five;Teenager
1380;7;243;47;16;Calzone;Small;3;Delivery Scooters ;Friday;14;Feedera SE;Munich District Three;Student
1657;7;109;11;43;Funghi;Small;4;Delivery Guy 1 ;Sunday;18;Deliveruu Inc.;Munich District Two;Adult
1146;7;155;5;20;Salami;Small;1;Delivery Scooters ;Friday;21;Deliver Now Holding;Munich District One;Teenager
1636;7;61;39;44;Speciale;Large;0;Delivery Guy 2;Friday;19;Deliver Now Holding;Munich District One;Teenager
1999;7;161;56;1;Veggie;Small;1;Chef 2;Friday;19;Feedera SE;Munich District One;Student
1680;7;75;6;2;Funghi;Large;4;Chef 1;Saturday;10;Feedera SE;Munich District Two;Teenager
591;7;123;29;29;Magherita;Small;3;Waiter;Friday;21;BestOrder Inc.;Munich District One;Student
315;7;294;54;7;Calzone;Small;1;Phone Bill;Saturday;18;Deliver Now Holding;Munich District One;Adult
794;7;55;10;2;Salami;Medium;1;Waiter;Saturday;18;Feedera SE;Munich District Three;Student
1183;7;69;17;2;Magherita;Small;1;Delivery Guy 2;Friday;14;Feedera SE;Munich District Three;Student
1167;7;239;15;11;Magherita;Large;2;Delivery Scooters ;Tuesday;17;Deliver Now Holding;Munich District Five;Student
103;7;208;18;9;Calzone;Medium;1;Chef 2;Friday;18;BestOrder Inc.;Munich District One;Student
986;7;265;6;29;Salami;Medium;5;Waiter;Friday;14;Orderly SE;Munich District One;Teenager
130;7;82;35;7;Magherita;Medium;3;Chef 1;Saturday;21;Feedera SE;Munich District Two;Student
1306;7;205;9;2;Magherita;Large;2;Phone Bill;Saturday;18;BestOrder Inc.;Munich District Two;Student
316;7;170;10;5;Funghi;Small;1;Delivery Scooters ;Wednesday;17;Heropizza Lmtd.;Munich District One;Student
1667;7;202;32;13;Salami;Large;1;Chef 2;Sunday;19;Feedera SE;Munich District One;Student
1498;7;202;24;10;Veggie;Small;3;Ingredients;Saturday;18;Feedera SE;Munich District Five;Teenager
1432;7;213;33;3;Magherita;Small;5;Delivery Scooters ;Friday;18;BestOrder Inc.;Munich District Four;Student
1273;7;27;56;13;Funghi;Medium;3;Delivery Guy 2;Monday;19;BestOrder Inc.;Munich District Four;Student
750;7;295;36;10;Funghi;Medium;5;Delivery Scooters ;Friday;18;Deliver Now Holding;Munich District Three;Student
1521;7;115;34;13;Funghi;Small;2;Chef 1;Friday;10;Feedera SE;Munich District One;Student
1583;7;25;16;2;Salami;Medium;1;Phone Bill;Wednesday;18;Deliveruu Inc.;Munich District Three;Student
1106;7;281;36;10;Salami;Small;3;Delivery Guy 2;Saturday;20;Feedera SE;Munich District Two;Student
1287;7;133;30;16;Magherita;Medium;5;Delivery Scooters ;Saturday;12;Feedera SE;Munich District One;Student
958;7;11;21;16;Salami;Small;0;Chef 2;Thursday;13;Deliver Now Holding;Munich District Four;Teenager
1229;7;293;5;7;Magherita;Large;3;Chef 2;Sunday;13;Orderly SE;Munich District One;Teenager
1715;7;93;49;11;Speciale;Small;4;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District Two;Student
128;7;118;10;5;Calzone;Small;0;Waiter;Sunday;11;Feedera SE;Munich District One;Teenager
697;7;199;47;11;Salami;Large;3;Chef 2;Sunday;18;Feedera SE;Munich District One;Student
1798;7;71;43;29;Magherita;Small;1;Chef 1;Saturday;19;Deliver Now Holding;Munich District One;Teenager
1459;7;14;4;16;Funghi;Small;0;Ingredients;Tuesday;17;Deliveruu Inc.;Munich District Three;Senior
1613;7;172;17;7;Salami;Medium;2;Phone Bill;Sunday;15;BestOrder Inc.;Munich District Two;Teenager
562;7;19;9;7;Magherita;Small;5;Waiter;Sunday;12;BestOrder Inc.;Munich District One;Teenager
1108;7;232;36;2;Salami;Small;3;Chef 2;Sunday;18;Feedera SE;Munich District One;Teenager
838;7;12;8;3;Salami;Medium;2;Chef 2;Monday;12;Feedera SE;Munich District One;Student
268;7;214;8;7;Calzone;Large;2;Chef 1;Wednesday;13;Feedera SE;Munich District One;Senior
1804;7;241;9;3;Magherita;Small;3;Chef 1;Friday;12;Feedera SE;Munich District One;Teenager
1419;7;35;29;2;Magherita;Medium;3;Chef 1;Friday;20;Deliveruu Inc.;Munich District Four;Teenager
1127;7;193;25;2;Calzone;Medium;3;Chef 1;Saturday;12;Feedera SE;Munich District One;Student
1815;7;158;29;3;Funghi;Small;3;Chef 2;Sunday;19;TownExpress Inc. ;Munich District Three;Senior
1360;7;296;53;7;Magherita;Medium;5;Ingredients;Friday;13;Feedera SE;Munich District Two;Teenager
279;7;298;19;28;Paprika;Large;2;Delivery Scooters ;Saturday;17;BestOrder Inc.;Munich District One;Student
1013;7;22;13;10;Salami;Small;5;Distribution channel fees;Sunday;19;Deliver Now Holding;Munich District Five;Student
1096;8;184;13;2;Speciale;Medium;2;Ingredients;Thursday;12;Feedera SE;Munich District Two;Teenager
648;8;71;43;5;Funghi;Large;1;Chef 1;Wednesday;18;Feedera SE;Munich District Three;Student
1928;8;267;11;3;Speciale;Small;3;Chef 2;Friday;18;Deliver Now Holding;Munich District Four;Student
740;8;284;49;10;Magherita;Medium;1;Waiter;Saturday;16;Deliver Now Holding;Munich District One;Student
520;8;296;49;2;Magherita;Small;5;Phone Bill;Tuesday;18;Deliver Now Holding;Munich District Five;Adult
112;8;81;34;12;Speciale;Medium;2;Ingredients;Friday;14;TownExpress Inc. ;Munich District Three;Student
1607;8;70;13;8;Salami;Small;1;Chef 2;Wednesday;18;Feedera SE;Munich District Three;Adult
1076;8;274;9;2;Calzone;Large;3;Chef 2;Sunday;12;Heropizza Lmtd.;Munich District One;Senior
1310;8;66;21;32;Funghi;Large;3;Chef 2;Sunday;12;Feedera SE;Munich District Four;Student
625;8;228;29;16;Veggie;Large;1;Ingredients;Saturday;14;Deliver Now Holding;Munich District One;Student
529;8;196;29;7;Salami;Large;4;Delivery Scooters ;Saturday;14;TownExpress Inc. ;Munich District One;Adult
873;8;9;6;9;Salami;Medium;5;Ingredients;Saturday;14;Deliveruu Inc.;Munich District One;Adult
544;8;17;29;3;Salami;Medium;1;Ingredients;Wednesday;18;Deliver Now Holding;Munich District One;Student
1148;8;174;5;8;Funghi;Small;5;Chef 1;Saturday;17;Feedera SE;Munich District Three;Adult
336;8;76;9;44;Salami;Large;1;Delivery Guy 2;Sunday;18;Feedera SE;Munich District Three;Student
1658;8;207;6;16;Magherita;Large;1;Chef 1;Thursday;13;BestOrder Inc.;Munich District One;Student
1622;8;196;11;32;Speciale;Medium;3;Distribution channel fees;Sunday;21;BestOrder Inc.;Munich District One;Teenager
1142;8;281;38;39;Salami;Small;5;Delivery Guy 2;Saturday;19;BestOrder Inc.;Munich District One;Student
868;8;69;5;13;Magherita;Large;3;Ingredients;Friday;13;Deliveruu Inc.;Munich District Four;Student
972;8;85;49;7;Salami;Large;5;Chef 2;Friday;15;TownExpress Inc. ;Munich District Three;Adult
1662;8;19;6;1;Calzone;Small;3;Ingredients;Friday;12;Feedera SE;Munich District Three;Teenager
491;8;6;52;9;Veggie;Small;2;Chef 1;Monday;15;Feedera SE;Munich District Two;Student
1151;8;166;19;56;Magherita;Small;3;Phone Bill;Wednesday;18;BestOrder Inc.;Munich District Two;Student
948;8;11;6;13;Salami;Small;1;Phone Bill;Monday;18;Feedera SE;Munich District One;Student
1231;8;124;5;30;Salami;Small;1;Ingredients;Friday;12;Deliveruu Inc.;Munich District Four;Student
100;8;232;8;10;Calzone;Small;5;Chef 1;Sunday;19;Deliver Now Holding;Munich District Three;Teenager
1154;8;222;5;9;Paprika;Medium;2;Chef 2;Saturday;12;Feedera SE;Munich District Five;Teenager
1515;8;188;5;22;Magherita;Small;1;Delivery Guy 1 ;Sunday;14;BestOrder Inc.;Munich District One;Senior
657;8;170;10;7;Magherita;Medium;1;Phone Bill;Friday;15;Orderly SE;Munich District Three;Student
429;8;264;5;9;Speciale;Medium;5;Distribution channel fees;Saturday;14;BestOrder Inc.;Munich District Four;Student
1410;8;293;28;11;Calzone;Large;3;Delivery Scooters ;Saturday;20;Feedera SE;Munich District Three;Adult
301;8;145;10;11;Salami;Small;2;Chef 2;Sunday;14;Deliver Now Holding;Munich District One;Adult
1374;8;298;6;43;Funghi;Small;1;Waiter;Saturday;18;Feedera SE;Munich District Three;Teenager
361;8;39;19;13;Magherita;Large;4;Waiter;Friday;19;Deliveruu Inc.;Munich District Three;Student
667;8;204;29;50;Salami;Medium;5;Phone Bill;Saturday;19;Feedera SE;Munich District Four;Senior
1103;8;249;8;34;Funghi;Large;1;Chef 2;Friday;12;Deliveruu Inc.;Munich District One;Student
1954;8;82;5;13;Magherita;Medium;4;Chef 2;Sunday;11;Orderly SE;Munich District Five;Adult
696;8;194;29;4;Speciale;Large;3;Ingredients;Tuesday;12;BestOrder Inc.;Munich District One;Student
441;8;245;39;4;Speciale;Large;3;Ingredients;Friday;14;Feedera SE;Munich District One;Student
1878;8;270;6;2;Salami;Small;5;Delivery Scooters ;Sunday;11;Deliver Now Holding;Munich District Two;Student
1720;8;243;6;17;Salami;Large;3;Chef 2;Wednesday;12;BestOrder Inc.;Munich District One;Student
1946;8;253;30;3;Salami;Small;3;Ingredients;Sunday;18;Deliveruu Inc.;Munich District Two;Student
834;8;249;10;23;Veggie;Small;5;Waiter;Saturday;18;Deliver Now Holding;Munich District Four;Teenager
1529;8;253;10;11;Salami;Medium;3;Ingredients;Sunday;21;Deliver Now Holding;Munich District One;Student
1593;8;212;36;11;Calzone;Small;1;Chef 2;Friday;18;Deliveruu Inc.;Munich District One;Student
342;8;143;5;2;Calzone;Small;2;Chef 1;Saturday;19;BestOrder Inc.;Munich District Three;Teenager
286;8;192;21;8;Funghi;Medium;0;Phone Bill;Saturday;19;Deliveruu Inc.;Munich District Five;Teenager
1364;8;95;44;8;Calzone;Medium;3;Phone Bill;Sunday;13;Feedera SE;Munich District One;Student
665;8;296;9;51;Funghi;Medium;3;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District Five;Student
984;8;265;29;10;Paprika;Small;3;Ingredients;Saturday;14;Deliver Now Holding;Munich District One;Student
628;8;264;52;43;Calzone;Large;3;Ingredients;Thursday;18;Deliveruu Inc.;Munich District One;Student
881;8;125;29;8;Salami;Small;0;Ingredients;Saturday;12;BestOrder Inc.;Munich District One;Student
1209;8;33;23;11;Paprika;Medium;3;Ingredients;Wednesday;18;Feedera SE;Munich District One;Student
1869;8;160;33;7;Funghi;Small;3;Chef 1;Sunday;13;Deliver Now Holding;Munich District Two;Teenager
1009;8;64;8;8;Salami;Medium;4;Waiter;Friday;18;Feedera SE;Munich District Three;Student
571;8;120;6;9;Funghi;Small;3;Ingredients;Thursday;12;BestOrder Inc.;Munich District Two;Student
1666;8;300;22;4;Magherita;Large;3;Ingredients;Friday;14;Feedera SE;Munich District One;Teenager
478;8;185;16;8;Calzone;Small;1;Chef 2;Friday;12;Deliver Now Holding;Munich District One;Adult
1415;8;130;50;13;Salami;Large;3;Ingredients;Friday;12;BestOrder Inc.;Munich District Two;Student
343;8;260;53;10;Salami;Large;1;Ingredients;Thursday;13;Deliveruu Inc.;Munich District One;Senior
357;8;268;6;16;Funghi;Small;4;Chef 1;Sunday;18;TownExpress Inc. ;Munich District One;Adult
1242;8;212;29;2;Magherita;Small;5;Waiter;Friday;11;Deliveruu Inc.;Munich District Two;Adult
1822;8;243;36;29;Calzone;Large;3;Chef 1;Sunday;14;BestOrder Inc.;Munich District One;Teenager
1073;8;107;29;10;Magherita;Large;5;Chef 2;Saturday;12;BestOrder Inc.;Munich District Two;Student
1794;9;30;24;49;Salami;Small;5;Waiter;Thursday;11;BestOrder Inc.;Munich District One;Teenager
1938;9;186;10;33;Funghi;Medium;0;Ingredients;Sunday;12;Feedera SE;Munich District Five;Teenager
1369;9;112;6;9;Funghi;Large;0;Delivery Guy 1 ;Friday;14;BestOrder Inc.;Munich District Four;Student
489;9;193;37;1;Funghi;Medium;0;Chef 2;Sunday;12;Feedera SE;Munich District One;Teenager
